user_name,gender,age_range,language,dialect,mean_freq_khz,peak_freq_khz,std_freq_khz,median_freq_khz,q1_freq_khz,q3_freq_khz,iqr_freq_khz,skewness,kurtosis,mode_freq_khz
1snoke,male,adult,en,american english,1.6523379853908773,0.5859375,0.044651506210701915,0.15625,0.1328125,0.2109375,0.078125,0.10401119012334141,-1.159693023621641,0.140625
1snoke,male,adult,en,american english,2.0463609837623205,0.5703125,0.0455238067744779,0.1875,0.140625,0.2109375,0.0703125,-0.5601430651164828,-0.8484523281701062,0.1875
1snoke,male,adult,en,american english,2.469977849559411,0.4453125,0.046215986750748166,0.1796875,0.140625,0.21875,0.078125,-0.2519405963946997,-1.0881541507637855,0.1640625
23yipikaye,male,adult,en,other,1.597595323060731,0.296875,0.04616492617607649,0.1484375,0.1328125,0.2109375,0.078125,0.5866454307193224,-0.9097192873724778,0.140625
23yipikaye,male,adult,en,other,1.8118004673056498,0.1328125,0.04992431688164796,0.140625,0.125,0.203125,0.078125,0.5332566805875513,-0.9939111725078442,0.1328125
23yipikaye,male,adult,en,other,1.4605685469649388,0.1328125,0.04665550948813285,0.140625,0.125,0.203125,0.078125,0.7348064968839215,-0.785814934805662,0.1328125
2old2play,male,adult,en,american english,2.5950091117454397,0.0625,0.05195941181644637,0.1796875,0.1171875,0.2109375,0.09375,-0.17062449477965205,-1.1779917908422062,0.0859375
2old2play,male,adult,en,american english,2.7381018716811787,0.0625,0.05449152490712652,0.1796875,0.125,0.2265625,0.1015625,-0.25453477344111736,-1.3435592923261352,0.2421875
2old2play,male,adult,en,american english,2.5810050643082674,0.0625,0.05314771909637449,0.171875,0.1171875,0.2109375,0.09375,-0.1040189029822942,-1.1726233368729961,0.0859375
2old2play,male,adult,en,american english,2.5964784458054617,0.0625,0.05368208908723603,0.171875,0.1171875,0.21875,0.1015625,-0.049627105123341717,-1.2499964680844495,0.0859375
2old2play,male,adult,en,american english,2.3942721309698087,0.0625,0.05225628637177989,0.171875,0.1171875,0.2109375,0.09375,-0.10598860386445236,-1.2437251563145395,0.09375
2old2play,male,adult,en,american english,2.9073364232874845,0.0625,0.053706917013469295,0.171875,0.109375,0.2109375,0.1015625,-0.0020760013453191084,-1.3706919816848795,0.09375
314piwm,male,youth,en,american english,1.9176722678202152,0.1640625,0.0516305897323463,0.1640625,0.1171875,0.203125,0.0859375,-0.036505614223010754,-1.1231583521935504,0.1640625
314piwm,male,youth,en,american english,1.950290385532223,0.1875,0.04942521452228248,0.1796875,0.109375,0.203125,0.09375,-0.24625939019101128,-1.1910631182437048,0.1875
314piwm,male,youth,en,american english,1.8946584139680118,0.09375,0.05037974232703308,0.171875,0.109375,0.203125,0.09375,-0.13166246590815583,-1.2924710297538844,0.09375
ajn,male,adult,en,other,2.327056090823463,0.1328125,0.04262435076772325,0.140625,0.125,0.171875,0.046875,0.9198819673204833,-0.04539920391980434,0.1328125
ajn,male,adult,en,other,2.04517475278836,0.1171875,0.046839486743300116,0.140625,0.1171875,0.1875,0.0703125,0.6703161976594563,-0.7910929604846437,0.1171875
ajn,male,adult,en,other,1.954599446846637,0.125,0.05389836228899617,0.140625,0.123046875,0.2265625,0.103515625,0.36365149770323657,-1.4409807854951626,0.125
at,male,adult,en,british english,1.3315897215036065,0.09375,0.05168735224115112,0.1640625,0.109375,0.203125,0.09375,0.10683616401077063,-1.2792667683201526,0.09375
at,male,adult,en,british english,1.4423025074806601,0.109375,0.05408653576562987,0.1640625,0.109375,0.21875,0.109375,0.06937819731699332,-1.5497012793279121,0.109375
at,male,adult,en,british english,1.3994612281267436,0.109375,0.05182058055059209,0.1484375,0.109375,0.203125,0.09375,0.2300354790394591,-1.3896875997811444,0.109375
aaron,male,adult,en,new zealand english,1.0348209698761393,0.1171875,0.05403063400973911,0.1953125,0.1171875,0.2265625,0.109375,-0.13456875109930236,-1.6506446864025408,0.1171875
aaron,male,adult,en,new zealand english,1.0186578712175685,0.109375,0.052836336758471304,0.1875,0.1171875,0.21875,0.1015625,-0.06843600046544707,-1.6484798791381676,0.109375
aaron,male,adult,en,new zealand english,1.1475232905274633,0.109375,0.05270908322179995,0.1953125,0.1171875,0.21875,0.1015625,-0.221121265621704,-1.6135220991090702,0.109375
aaron,male,adult,en,new zealand english,1.0347862083759445,0.1328125,0.049941073400614946,0.1484375,0.125,0.21875,0.09375,0.21347606125153412,-1.3730608237941186,0.1328125
aaron,male,adult,en,new zealand english,1.0909569661892553,0.1171875,0.05361371880241276,0.1875,0.1171875,0.21875,0.1015625,-0.08681879410264419,-1.6202722461113306,0.1171875
aaron,male,adult,en,new zealand english,1.0851382893368529,0.125,0.05277622308195053,0.15625,0.125,0.2265625,0.1015625,0.13730362075894556,-1.5600181254292749,0.1171875
aaron,male,adult,en,new zealand english,1.164720889862988,0.125,0.05087621125018518,0.1640625,0.125,0.21875,0.09375,0.06385588234102588,-1.4412215850054484,0.125
aaron,male,adult,en,new zealand english,1.0581958207535753,0.109375,0.05161483604074852,0.171875,0.1171875,0.2109375,0.09375,0.03249658360464993,-1.5642954679348775,0.109375
aaron,male,adult,en,new zealand english,1.4061232252841378,0.140625,0.03831163540613349,0.1484375,0.140625,0.1875,0.046875,0.6766314502435952,-0.3041203791893694,0.140625
aaron,male,adult,en,new zealand english,1.1037184623426073,0.265625,0.050250278750113966,0.1484375,0.125,0.212890625,0.087890625,0.2603198097159673,-1.3851155338679157,0.1328125
aaron,male,adult,en,new zealand english,1.1961036863371914,0.1171875,0.053184734769210235,0.19140625,0.1171875,0.21875,0.1015625,-0.16033976359330357,-1.5750790080722579,0.109375
aaron,male,adult,en,new zealand english,1.1548617094615696,0.2265625,0.05164276085652207,0.1796875,0.1171875,0.2265625,0.109375,-0.10853052319143057,-1.6066997977516586,0.2265625
aaron,male,adult,en,new zealand english,1.1794440887379227,0.1171875,0.05356845989801921,0.1640625,0.1171875,0.21875,0.1015625,0.07988339875007935,-1.6212087667614508,0.1171875
aaron,male,adult,en,new zealand english,1.223972131501091,0.109375,0.052259859236415435,0.1796875,0.1171875,0.21875,0.1015625,-0.025614613562634767,-1.5764230984280276,0.109375
aaron,male,adult,en,new zealand english,1.020492866042166,0.1171875,0.05288144288304847,0.140625,0.1171875,0.2265625,0.109375,0.264752214579669,-1.5706443906889367,0.1171875
aaron,male,adult,en,new zealand english,1.1696968942811201,0.1171875,0.05160855072909648,0.15625,0.119140625,0.2265625,0.107421875,0.07977436424927867,-1.5905242920133102,0.1171875
aaron,male,adult,en,new zealand english,1.083823831438378,0.1171875,0.052686176783601116,0.1796875,0.1171875,0.2265625,0.109375,-0.02726322185966877,-1.6261143969210479,0.1171875
aaron,male,adult,en,new zealand english,1.188732329100852,0.1171875,0.0548930660276566,0.1875,0.125,0.234375,0.109375,-0.07126461803784584,-1.7119037489899593,0.1171875
aaron,male,adult,en,american english,1.5308611566853352,0.0,0.05014761904082774,0.1640625,0.1328125,0.2265625,0.09375,0.08569593777795186,-1.279607245978496,0.2421875
aaron,male,adult,en,american english,1.645994690272996,0.0,0.05021462145719787,0.1640625,0.1328125,0.21875,0.0859375,0.0827814180508269,-1.2497886006935273,0.140625
aaron,male,adult,en,american english,1.715557126551667,0.0,0.05039870725193539,0.1640625,0.1328125,0.21875,0.0859375,0.03751101033038432,-1.2396859884425295,0.25
abdulmoiz,male,youth,en,british english,1.8128473957858506,0.0,0.04387611760863767,0.1640625,0.1328125,0.1953125,0.0625,0.2986771480972764,-0.8216877087441508,0.1484375
abdulmoiz,male,youth,en,british english,1.7287827162632603,0.0,0.046556416299224856,0.1484375,0.125,0.1953125,0.0703125,0.5507839625680072,-0.8013189468565263,0.1484375
abdulmoiz,male,youth,en,british english,1.668652776880126,0.0,0.04539868207709043,0.15625,0.125,0.1953125,0.0703125,0.3336081830324262,-0.8783455239063938,0.1328125
no_user_name,male,adult,no_language,"maritimes, canada",1.0273701114251883,0.0,0.053580476746907385,0.1328125,0.109375,0.21875,0.109375,0.5085662097648996,-1.4320628686713168,0.109375
no_user_name,male,adult,no_language,"maritimes, canada",1.2964204105031973,0.0,0.053708893126638735,0.140625,0.109375,0.21875,0.109375,0.303186712405848,-1.4914015382074712,0.109375
no_user_name,male,adult,no_language,"maritimes, canada",1.2181067738648295,0.0,0.05341724041007271,0.1328125,0.109375,0.21875,0.109375,0.42197921070083916,-1.4525231045675755,0.109375
no_user_name,male,adult,no_language,"maritimes, canada",1.6013634161660673,0.0,0.05674601671096607,0.171875,0.109375,0.2265625,0.1171875,0.04911480355804896,-1.670226200042564,0.1171875
no_user_name,male,adult,no_language,"maritimes, canada",1.2335665624857752,0.0,0.05439491569426825,0.125,0.109375,0.2109375,0.1015625,0.42842287723634415,-1.4981993639015465,0.109375
no_user_name,male,adult,no_language,"maritimes, canada",1.0345457492159642,0.0,0.0555262434976879,0.1640625,0.1171875,0.2265625,0.109375,0.06822310173549401,-1.6742714166793289,0.1171875
adrianmcnear,male,adult,en,american english,2.1565239403888796,0.0,0.05439922538960287,0.1796875,0.1171875,0.21875,0.1015625,-0.10163155746723422,-1.5038253986139034,0.1015625
adrianmcnear,male,adult,en,american english,1.7442971501190556,0.0,0.0562250303673601,0.1875,0.1171875,0.2265625,0.109375,-0.09258062686913299,-1.6965748635407571,0.234375
adrianmcnear,male,adult,en,american english,1.9829498008170536,0.0,0.052231939631636436,0.1796875,0.1171875,0.2109375,0.09375,-0.16597884152848733,-1.427016084388717,0.2109375
afshad,male,adult,en,american english,2.0783186518139853,0.4453125,0.03247715521581253,0.1875,0.1640625,0.2109375,0.046875,-0.178069353599212,-0.46019120574508365,0.1875
afshad,male,adult,en,american english,1.9063033784037928,0.5078125,0.037635249957221124,0.171875,0.1484375,0.1953125,0.046875,0.5112671738293927,-0.5668979805599359,0.1640625
afshad,male,adult,en,american english,1.9885345925138052,0.4921875,0.039030983517354054,0.1796875,0.15625,0.21875,0.0625,0.021833955865272318,-0.9981092342802924,0.1640625
afzal,male,adult,en,indian english,1.871697081441367,0.0078125,0.05218171493017439,0.15625,0.125,0.2265625,0.1015625,0.19965212376195704,-1.4909244634224483,0.1171875
afzal,male,adult,en,indian english,2.201860463736755,0.0078125,0.04437417674912766,0.1484375,0.125,0.1875,0.0625,0.6921970437228816,-0.6639710954991771,0.140625
afzal,male,adult,en,indian english,2.5742372022212745,0.0078125,0.049620428237549266,0.15625,0.125,0.21875,0.09375,0.2799303102595175,-1.273188902397954,0.1171875
airwings,male,adult,en,other,1.6142459171935233,0.109375,0.05382986340293895,0.15625,0.109375,0.21875,0.109375,0.131714444058814,-1.5722533045075504,0.109375
airwings,male,adult,en,other,1.1801265519297695,0.109375,0.054019069072533774,0.140625,0.109375,0.21875,0.109375,0.24112394356072014,-1.518696165652935,0.109375
airwings,male,adult,en,other,1.4267158914945894,0.0078125,0.053064189728288316,0.140625,0.109375,0.203125,0.09375,0.32715231135695344,-1.3906594180422522,0.1015625
airwings,male,adult,en,other,1.5672301553180314,0.0,0.05126101167876889,0.1484375,0.1171875,0.2109375,0.09375,0.32423394249675436,-1.3114374036336587,0.109375
airwings,male,adult,en,other,1.520237613039894,0.0078125,0.05509192105585854,0.1484375,0.1171875,0.2265625,0.109375,0.1740049691703843,-1.5695725190725494,0.1171875
airwings,male,adult,en,other,1.1423938433828194,0.0078125,0.04666198759652824,0.1484375,0.1171875,0.1875,0.0703125,0.42599269463195016,-0.9325526383248972,0.1015625
akhansson,male,youth,en,european english,2.387349410780975,0.0078125,0.05043670777644703,0.1328125,0.1171875,0.203125,0.0859375,0.6644657682824964,-1.0342683559094148,0.1171875
akhansson,male,youth,en,european english,2.434438932670081,0.109375,0.05375686223500976,0.1328125,0.109375,0.2109375,0.1015625,0.4526741418568221,-1.3951663907564154,0.109375
akhansson,male,youth,en,european english,1.855472306962415,0.1171875,0.05015098392961259,0.1328125,0.1171875,0.2109375,0.09375,0.6256816987013044,-1.0964772618950562,0.1171875
akram,male,adult,en,other,0.728743135703222,0.0,0.035040671704132935,0.1640625,0.140625,0.1796875,0.0390625,0.44263445028544857,0.19874540480348468,0.1640625
akram,male,adult,en,other,0.8522375947244083,0.0,0.030891833650928197,0.1484375,0.140625,0.166015625,0.025390625,0.7796193235016973,1.4308312074689917,0.1484375
akram,male,adult,en,other,0.9494199423546684,0.0,0.037776308885159926,0.1484375,0.1328125,0.1796875,0.046875,0.6734579350839432,0.0608006102071168,0.1484375
alexw,male,adult,en,american english,1.1259527603055726,0.1015625,0.05046576488761967,0.1171875,0.1015625,0.1953125,0.09375,0.46039368815846704,-1.3500953294782672,0.1015625
alexw,male,adult,en,american english,1.219447831402701,0.109375,0.05092367240179545,0.125,0.109375,0.203125,0.09375,0.46206607466366506,-1.3238238202214339,0.109375
alexw,male,adult,en,american english,1.1790238015058527,0.109375,0.052583054415716576,0.125,0.109375,0.203125,0.09375,0.4355705232219289,-1.3324421242570996,0.109375
alexanderhenningdrachmann,male,adult,en,european english,2.8809298794816414,0.0,0.03931401992199085,0.203125,0.171875,0.234375,0.0625,-0.6846078851467031,-0.41626734854150493,0.234375
alexanderhenningdrachmann,male,adult,en,european english,2.1817648153644877,0.328125,0.03378190612723344,0.171875,0.15625,0.1953125,0.0390625,0.21461819862406814,-0.35834377925186933,0.1640625
alexanderhenningdrachmann,male,adult,en,european english,2.4311441589570215,0.3203125,0.03816945283888749,0.1796875,0.15625,0.2109375,0.0546875,-0.0097601009936441,-0.6334451056850714,0.1640625
alexanderhenningdrachmann,male,adult,en,european english,2.1330976082493422,0.328125,0.038272787978516354,0.171875,0.15625,0.2109375,0.0546875,0.1458826268974398,-0.7907972927721643,0.1640625
alexanderhenningdrachmann,male,adult,en,european english,1.4807028153625506,0.1640625,0.03080744070225875,0.171875,0.15625,0.1953125,0.0390625,0.3090928610767453,0.07206180896280179,0.1640625
alexanderhenningdrachmann,male,adult,en,european english,2.790840108155902,0.3359375,0.038811156692789894,0.171875,0.1484375,0.203125,0.0546875,0.2677693674225525,-0.7056269123378436,0.171875
alexanderhenningdrachmann,male,adult,en,european english,1.6826826280797356,0.1796875,0.03464728171123376,0.1640625,0.140625,0.1875,0.046875,0.4847812876812817,-0.07769230673014427,0.1796875
alexanderhenningdrachmann,male,adult,en,european english,2.8350304723589654,0.0,0.03683964524768104,0.1796875,0.15625,0.2109375,0.0546875,-0.16977522858767558,-0.6116296840384639,0.1875
alexanderhenningdrachmann,male,adult,en,european english,3.532236831669509,0.0,0.04072056376854683,0.171875,0.1484375,0.21875,0.0703125,0.059387643598254575,-0.9121013328229028,0.1640625
alexanderhenningdrachmann,male,adult,en,european english,1.5277016549661764,0.296875,0.050095412065159814,0.171875,0.1328125,0.234375,0.1015625,0.11406258986206085,-1.550905895169244,0.25
alexanderhenningdrachmann,male,adult,en,european english,2.1334173686996967,0.2421875,0.04224733985426696,0.1953125,0.1640625,0.234375,0.0703125,-0.3879491365958394,-0.9132174730890354,0.2421875
alexanderhenningdrachmann,male,adult,en,european english,2.8615396846683714,0.484375,0.03898161900386479,0.1875,0.1640625,0.21875,0.0546875,-0.20946539763079364,-0.8304734604767869,0.1875
alexanderhenningdrachmann,male,adult,en,european english,3.379728209695726,0.0,0.04291913667888651,0.1875,0.1484375,0.2265625,0.078125,-0.193681772696465,-1.1115770401346579,0.2421875
alexanderhenningdrachmann,male,adult,en,european english,3.7737238612426482,0.3125,0.03661831955436241,0.171875,0.15625,0.203125,0.046875,0.23723283786767307,-0.5705680761934651,0.1640625
alexanderhenningdrachmann,male,adult,en,european english,3.340393901548243,0.3125,0.037636568244339086,0.1640625,0.140625,0.1953125,0.0546875,0.4741027743057865,-0.4454889337503314,0.15625
alexanderhenningdrachmann,male,adult,en,european english,2.5956074845253094,0.328125,0.03260243840011995,0.171875,0.15625,0.1875,0.03125,0.2718580239857398,0.16246033877412103,0.1640625
alexanderhenningdrachmann,male,adult,en,european english,2.8161092494739703,0.375,0.03219131415210718,0.171875,0.1640625,0.1953125,0.03125,0.2614144523015401,-0.07588951202434924,0.171875
alexanderhenningdrachmann,male,adult,en,european english,3.2841239790170773,0.0,0.04353841837464732,0.1953125,0.15625,0.2265625,0.0703125,-0.3589556055916154,-0.9844364647773372,0.25
alexanderhenningdrachmann,male,adult,en,european english,1.705589402781845,0.4453125,0.037572282504586274,0.1953125,0.1640625,0.2265625,0.0625,-0.37400746741615026,-0.7235834650258921,0.234375
alexanderhenningdrachmann,male,adult,en,european english,3.019815814668049,0.0,0.04112564287462587,0.1875,0.15625,0.2265625,0.0703125,-0.141737063723217,-0.947657070501351,0.1796875
alexanderhenningdrachmann,male,adult,en,european english,2.3855434091269614,0.1640625,0.034948167247377496,0.171875,0.15625,0.1953125,0.0390625,0.2675300112330394,-0.33317590204781977,0.1640625
alfredstrauss,male,adult,en,european english,1.5001931113380562,0.296875,0.03946152291814352,0.1484375,0.125,0.171875,0.046875,0.746452793458243,-0.12599600999819804,0.1328125
alfredstrauss,male,adult,en,european english,1.7798040237964605,0.3046875,0.04022689458554691,0.1484375,0.125,0.171875,0.046875,0.8482734966654836,0.03684298045541068,0.125
alfredstrauss,male,adult,en,european english,1.4046863745833162,0.296875,0.03559095631794594,0.1640625,0.140625,0.1953125,0.0546875,0.2207279495752499,-0.45579934600861627,0.1640625
alpsa,male,youth,en,other,1.3799583547054648,0.1953125,0.03202485025032826,0.203125,0.1875,0.21875,0.03125,-1.3210193172510876,2.676689879809258,0.1953125
alpsa,male,youth,en,other,1.356944330999995,0.21875,0.034856213577939936,0.203125,0.1875,0.2265625,0.0390625,-1.1559980728214971,1.7436335720449536,0.1953125
alpsa,male,youth,en,other,1.2364980412445175,0.1875,0.029751209674591668,0.1953125,0.1796875,0.203125,0.0234375,-1.079391740666892,2.659257201083098,0.1875
amols,male,adult,en,indian english,2.140034319835366,0.234375,0.05107033951643006,0.2109375,0.140625,0.234375,0.09375,-0.44885999279189187,-1.3660246044141195,0.234375
amols,male,adult,en,indian english,2.0128438272351983,0.25,0.05074032662959566,0.21875,0.140625,0.234375,0.09375,-0.5454753078698132,-1.2217500642410135,0.25
amols,male,adult,en,indian english,2.1255991860318857,0.234375,0.04803959972482657,0.2109375,0.1484375,0.234375,0.0859375,-0.5127412223979566,-1.1489117822903976,0.234375
andrew,male,adult,en,european english,1.6274227954649378,0.4296875,0.03836826849071491,0.2109375,0.171875,0.234375,0.0625,-0.5399026097637506,-0.8096035489983873,0.2421875
andrew,male,adult,en,european english,1.5883282582864213,0.234375,0.03431897206277384,0.2265625,0.203125,0.234375,0.03125,-1.3356051381195253,0.953313353495191,0.234375
andrew,male,adult,en,european english,2.0256612956326325,0.4296875,0.03999910997188557,0.2109375,0.1640625,0.234375,0.0703125,-0.5671926408550244,-0.9362424677658145,0.21875
andreybarrientoscostarica,male,adult,en,other,0.9966743617025466,0.0,0.05019893413540839,0.140625,0.109375,0.203125,0.09375,0.334295985305676,-1.2268562271741301,0.09375
andreybarrientoscostarica,male,adult,en,other,0.9590583577362004,0.0,0.049582414623647895,0.1484375,0.1171875,0.2109375,0.09375,0.20152300284557229,-1.3375445782493272,0.1015625
andreybarrientoscostarica,male,adult,en,other,0.9891714905076873,0.0,0.05131105779906166,0.1484375,0.109375,0.203125,0.09375,0.23389783233561123,-1.344600150479103,0.1015625
andreybarrientoscostarica,male,adult,en,other,1.1754824466423681,0.0,0.05108504894544399,0.1484375,0.1171875,0.2109375,0.09375,0.30428130888834476,-1.339118157268458,0.1171875
andreybarrientoscostarica,male,adult,en,other,1.1806412374108481,0.0,0.04892064354810063,0.1484375,0.1171875,0.203125,0.0859375,0.4066185408277522,-1.1674844182319186,0.125
andreybarrientoscostarica,male,adult,en,other,1.2111723802116536,0.0,0.049434434392847545,0.1484375,0.125,0.2109375,0.0859375,0.4029858539706905,-1.1693641721934127,0.125
andreybarrientoscostarica,male,adult,en,other,1.2265561717896842,0.0,0.04661118090181981,0.15625,0.125,0.1953125,0.0703125,0.2970270688715059,-0.9440526079808786,0.140625
andreybarrientoscostarica,male,adult,en,other,1.3857937050278644,0.0,0.04815266892379591,0.15625,0.1171875,0.203125,0.0859375,0.180196514069999,-1.284259375808314,0.1015625
andreybarrientoscostarica,male,adult,en,other,0.9976647621850661,0.0,0.05323682809117123,0.171875,0.1171875,0.21875,0.1015625,0.02491802101765303,-1.5632718663549663,0.109375
andreybarrientoscostarica,male,youth,en,other,0.8969228790212057,0.0,0.04702147704308052,0.140625,0.109375,0.1875,0.078125,0.5172539085018263,-0.8340043023595176,0.1484375
andreybarrientoscostarica,male,youth,en,other,1.2245232070572467,0.0,0.05085455325065539,0.1484375,0.1171875,0.203125,0.0859375,0.3065806602442574,-1.253481668519088,0.1015625
andreybarrientoscostarica,male,youth,en,other,1.3518533185050419,0.0,0.04990342398493357,0.1484375,0.1171875,0.203125,0.0859375,0.3564615870855658,-1.1612712943085732,0.140625
andy212380,male,adult,en,european english,1.9111553197883593,0.4375,0.047871122767306866,0.1171875,0.1015625,0.1796875,0.078125,0.7858637228120657,-0.7348357563335455,0.09375
andy212380,male,adult,en,european english,1.747792374278705,0.09375,0.047936297662749414,0.1171875,0.1015625,0.1796875,0.078125,0.8275179999674153,-0.6344499660136118,0.09375
andy212380,male,adult,en,european english,1.8275589906244287,0.09375,0.04986718412494202,0.1171875,0.09375,0.1875,0.09375,0.7120539647637134,-0.8764194855980842,0.09375
angus,male,adult,en,british english,1.2532462216127627,0.0859375,0.05344954967556557,0.125,0.09375,0.1875,0.09375,0.577095305008422,-1.0883596919046192,0.0859375
angus,male,adult,en,british english,1.4564189142030948,0.0859375,0.0515424415979055,0.1171875,0.09375,0.1796875,0.0859375,0.7427855552150855,-0.7788541763308592,0.0859375
angus,male,adult,en,british english,1.468610890304693,0.0859375,0.049738175380328195,0.1171875,0.09375,0.173828125,0.080078125,0.779970663055382,-0.7038031878997817,0.0859375
angus,male,adult,en,british english,1.4478861766194986,0.0859375,0.053934342236998285,0.1171875,0.1015625,0.1953125,0.09375,0.6225155196627703,-1.126152010866944,0.0859375
angus,male,adult,en,british english,1.5559872202996023,0.0859375,0.05280924733365979,0.125,0.09375,0.1875,0.09375,0.6266034166095269,-0.9162964290216187,0.0859375
angus,male,adult,en,british english,1.486481105062252,0.0859375,0.050988067724874644,0.125,0.09375,0.1796875,0.0859375,0.6996723814002952,-0.838929444995443,0.0859375
angus,male,adult,en,british english,1.6644144925410431,0.0859375,0.052195647689897234,0.125,0.09375,0.1796875,0.0859375,0.6750697633088429,-0.8874623206800694,0.0859375
angus,male,adult,en,british english,1.4289140207550657,0.0859375,0.05241089002378191,0.125,0.1015625,0.1875,0.0859375,0.6966182344326427,-0.9243752900116649,0.0859375
angus,male,adult,en,british english,1.1376188363162236,0.0859375,0.051432775276548756,0.1171875,0.09375,0.171875,0.078125,0.7891552707657874,-0.7118815023697076,0.0859375
angus,male,adult,en,british english,1.8513671072733187,0.0859375,0.050105772162470606,0.1171875,0.09375,0.1796875,0.0859375,0.7694885634945156,-0.7414466127483599,0.0859375
angus,male,adult,en,british english,1.0573135229041597,0.0859375,0.0503824098972873,0.1171875,0.09375,0.1796875,0.0859375,0.7640710626065139,-0.7129683746686366,0.0859375
angus,male,adult,en,british english,1.4126057319226877,0.0859375,0.05213852497908415,0.125,0.1015625,0.1875,0.0859375,0.6814544381520199,-0.9157578915755877,0.0859375
annakarpelevich,female,youth,en,other,3.1264558838584593,0.1875,0.04547157539860856,0.1953125,0.1640625,0.2265625,0.0625,-0.6174268441826012,-0.566371925238986,0.1875
annakarpelevich,female,youth,en,other,2.517931763623461,0.234375,0.04256204404078421,0.2109375,0.1796875,0.234375,0.0546875,-1.0693933138927456,0.26622827006762995,0.234375
annakarpelevich,female,youth,en,other,1.9935188744718089,0.21875,0.03771515388203146,0.2109375,0.1953125,0.2265625,0.03125,-1.4684193529909828,1.6917826443938884,0.21875
anniepoo,female,adult,en,american english,2.019401003086656,0.453125,0.04642409520405153,0.2109375,0.15625,0.234375,0.078125,-0.6824176751529129,-0.8705559391301962,0.25
anniepoo,female,adult,en,american english,1.9156904869677993,0.4140625,0.04143008992338076,0.1953125,0.15625,0.2265625,0.0703125,-0.40543643875570484,-0.7915942492615038,0.2109375
anniepoo,female,adult,en,american english,2.8229944323842804,0.265625,0.04666345869329222,0.21875,0.15625,0.234375,0.078125,-0.607316778416785,-1.0074211631089205,0.2421875
anniepoo,female,adult,en,american english,1.86235881076862,0.4140625,0.0397301485542027,0.1875,0.1640625,0.21875,0.0546875,-0.2786435416774202,-0.5364512451307775,0.171875
anniepoo,female,adult,en,american english,1.6640600781072186,0.484375,0.039348365582491454,0.1953125,0.1640625,0.21875,0.0546875,-0.3674695917438798,-0.578870568004985,0.171875
anniepoo,female,adult,en,american english,1.9829529995702566,0.4296875,0.04267379086340847,0.1796875,0.15625,0.2265625,0.0703125,-0.08590931849414665,-1.117758828014343,0.25
anniepoo,female,adult,en,american english,2.152443415142618,0.421875,0.04232719613829651,0.1953125,0.15625,0.234375,0.078125,-0.2511134516917915,-1.0379776670288121,0.25
anniepoo,female,adult,en,american english,2.05928772576271,0.46875,0.03898831262445159,0.1953125,0.1640625,0.2265625,0.0625,-0.49262677244148706,-0.3939040363929416,0.2109375
anniepoo,female,adult,en,american english,2.2398986099053433,0.46875,0.03961717437627066,0.1796875,0.15625,0.2109375,0.0546875,-0.11411130266767953,-0.6767546801827518,0.171875
anniepoo,female,adult,en,american english,2.0299039234321925,0.4140625,0.04180290088937418,0.1953125,0.15625,0.21875,0.0625,-0.4817033062551514,-0.6532724857044312,0.203125
